id,question_type,difficulty,n_evidence,n_papers,n_relevant_chunks,n_retrieved,scorable,mrr,first_hit_rank,recall@1,coverage@1,ndcg@1,hit_spans@1,recall@3,coverage@3,ndcg@3,hit_spans@3,recall@5,coverage@5,ndcg@5,hit_spans@5,recall@10,coverage@10,ndcg@10,hit_spans@10,recall@20,coverage@20,ndcg@20,hit_spans@20,recall@B5000,coverage@B5000,k@B5000,hit_spans@B5000,recall@B10000,coverage@B10000,k@B10000,hit_spans@B10000,recall@B20000,coverage@B20000,k@B20000,hit_spans@B20000,recall@B40000,coverage@B40000,k@B40000,hit_spans@B40000
c005,comparative,medium,2,2,2,50,True,0.0625,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.15000679310833784,1,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,10.0,
c006,comparative,medium,2,2,2,50,True,0.03571428571428571,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,3.0,,0.0,0.0,7.0,,0.0,0.0,12.0,
c007,comparative,easy,2,2,3,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.20210734650054757,0,1.0,0.5,0.20210734650054757,0,1.0,0.5,0.3106882196015811,0,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,0.5,5.0,0,1.0,0.5,10.0,0
c008,comparative,hard,2,2,2,50,True,0.045454545454545456,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,11.0,
c009,comparative,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.7039180890341347,1,1.0,1.0,0.75369761125927,0;1,1.0,1.0,0.8927537907700456,0;1,1.0,1.0,0.8927537907700456,0;1,1.0,0.5,1.0,1,1.0,0.5,2.0,1,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1
c010,comparative,medium,2,2,2,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.6131471927654584,1,1.0,0.5,0.6131471927654584,1,1.0,0.5,0.6131471927654584,1,1.0,1.0,0.7700871371433883,0;1,1.0,0.5,1.0,1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,0.5,10.0,1
c011,comparative,hard,2,2,3,50,True,0.16666666666666666,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.3235866969737877,0;1,1.0,1.0,0.3235866969737877,0;1,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,1.0,10.0,0;1
c012,comparative,hard,2,2,2,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.6131471927654584,0,1.0,0.5,0.6131471927654584,0,1.0,0.5,0.6131471927654584,0,1.0,0.5,0.6131471927654584,0,1.0,0.5,1.0,0,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,10.0,0
c013,comparative,hard,2,2,2,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.20438239758848611,1,1.0,1.0,0.3514227382548962,0;1,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,0.5,9.0,1
c014,comparative,hard,2,2,4,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.19519002499605084,0,1.0,1.0,0.3080351663449861,0;1,1.0,1.0,0.40795607286612146,0;1,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0
f001,factual,easy,1,1,1,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,10.0,
f002,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,6.0,0,1.0,1.0,11.0,0
f003,factual,hard,1,1,1,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.3333333333333333,0,1.0,1.0,0.3333333333333333,0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,1.0,10.0,0
f004,factual,medium,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,12.0,0
f005,factual,easy,1,1,1,50,True,0.022222222222222223,45.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,10.0,
f006,factual,easy,1,1,1,50,True,0.04,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,11.0,
f007,factual,medium,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,10.0,0
f008,factual,medium,1,1,1,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.3333333333333333,0,1.0,1.0,0.3333333333333333,0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,1.0,11.0,0
f009,factual,easy,1,1,1,50,True,0.5,2.0,0.0,0.0,0.0,,1.0,1.0,0.6309297535714575,0,1.0,1.0,0.6309297535714575,0,1.0,1.0,0.6309297535714575,0,1.0,1.0,0.6309297535714575,0,0.0,0.0,1.0,,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,11.0,0
f010,factual,medium,1,1,1,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.43067655807339306,0,1.0,1.0,0.43067655807339306,0,1.0,1.0,0.43067655807339306,0,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,1.0,5.0,0,1.0,1.0,10.0,0
f011,factual,medium,1,1,1,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,10.0,
f012,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.8503449055347546,0,1.0,1.0,0.8503449055347546,0,1.0,1.0,0.8503449055347546,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,11.0,0
f013,factual,medium,1,1,2,50,True,0.03571428571428571,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,9.0,
f014,factual,medium,1,1,2,50,True,0.5,2.0,0.0,0.0,0.0,,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,0.0,0.0,1.0,,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0
f015,factual,hard,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,11.0,0
f016,factual,medium,1,1,2,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.2640681225725909,0,1.0,1.0,0.44130740935663865,0,1.0,1.0,0.44130740935663865,0,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,1.0,5.0,0,1.0,1.0,11.0,0
f017,factual,medium,1,1,1,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.3333333333333333,0,1.0,1.0,0.3333333333333333,0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,1.0,9.0,0
f018,factual,medium,1,1,2,50,True,0.09090909090909091,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.1710330840677181,0,0.0,0.0,1.0,,0.0,0.0,3.0,,0.0,0.0,6.0,,1.0,1.0,11.0,0
f019,factual,medium,1,1,1,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,1.0,0.5,0,1.0,1.0,0.5,0,1.0,1.0,0.5,0,1.0,1.0,0.5,0,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,1.0,4.0,0,1.0,1.0,9.0,0
f020,factual,medium,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0
m001,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,1.0,1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,0.5,8.0,1
m002,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,1.0,0.6105456988825855,0;1,1.0,1.0,0.6105456988825855,0;1,1.0,0.5,1.0,0,1.0,0.5,2.0,0,1.0,0.5,6.0,0,1.0,1.0,11.0,0;1
m003,multi_hop,hard,2,2,3,50,True,0.09090909090909091,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.24344087896366481,0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,
m004,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.46927872602275644,1,1.0,1.0,0.6508205185601091,0;1,1.0,1.0,0.6508205185601091,0;1,1.0,1.0,0.6508205185601091,0;1,1.0,0.5,1.0,1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,1.0,9.0,0;1
m005,multi_hop,hard,2,2,2,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,
m006,multi_hop,hard,2,2,3,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,10.0,
m007,multi_hop,hard,2,2,2,50,True,0.16666666666666666,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.21840743681816419,0,1.0,0.5,0.21840743681816419,0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,0.5,9.0,0
m008,multi_hop,hard,2,2,2,50,True,0.05263157894736842,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.14186890186599416,0,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,10.0,
m009,multi_hop,hard,2,2,2,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,
m010,multi_hop,hard,2,2,3,50,True,0.027777777777777776,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,
m011,multi_hop,hard,2,2,4,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.19519002499605084,0,1.0,1.0,0.33424620450682646,0;1,1.0,1.0,0.33424620450682646,0;1,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,1.0,9.0,0;1
m012,multi_hop,hard,2,2,3,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,3.0,,0.0,0.0,5.0,,0.0,0.0,10.0,
m013,multi_hop,hard,2,2,2,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.3065735963827292,0,1.0,0.5,0.3065735963827292,0,1.0,0.5,0.3065735963827292,0,1.0,0.5,0.3065735963827292,0,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0
m014,multi_hop,hard,2,2,3,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.20210734650054757,1,1.0,1.0,0.35853358850813305,0;1,1.0,1.0,0.35853358850813305,0;1,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,0.5,4.0,1,1.0,1.0,9.0,0;1
m015,multi_hop,hard,2,2,3,50,True,0.5,2.0,0.0,0.0,0.0,,1.0,0.5,0.2960819109658652,0,1.0,0.5,0.2960819109658652,0,1.0,0.5,0.2960819109658652,0,1.0,0.5,0.4228989277982588,0,0.0,0.0,1.0,,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,10.0,0
m016,multi_hop,hard,2,2,2,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.6131471927654584,1,1.0,0.5,0.6131471927654584,1,1.0,0.5,0.6131471927654584,1,1.0,0.5,0.6131471927654584,1,1.0,0.5,1.0,1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,0.5,9.0,1
m017,multi_hop,hard,2,2,2,50,True,0.06666666666666667,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.1532867981913646,1,0.0,0.0,1.0,,0.0,0.0,3.0,,0.0,0.0,5.0,,0.0,0.0,11.0,
m018,multi_hop,hard,2,2,2,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.2640681225725909,1,1.0,0.5,0.2640681225725909,1,1.0,1.0,0.425110947661799,0;1,0.0,0.0,1.0,,0.0,0.0,2.0,,1.0,0.5,6.0,1,1.0,0.5,11.0,1
u001,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u002,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u003,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u004,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u005,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u006,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u007,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u008,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u009,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u010,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u011,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u012,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u013,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u014,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u015,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u016,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
