id,question_type,difficulty,n_evidence,n_papers,n_relevant_chunks,n_retrieved,scorable,mrr,first_hit_rank,recall@1,coverage@1,ndcg@1,hit_spans@1,recall@3,coverage@3,ndcg@3,hit_spans@3,recall@5,coverage@5,ndcg@5,hit_spans@5,recall@10,coverage@10,ndcg@10,hit_spans@10,recall@20,coverage@20,ndcg@20,hit_spans@20,recall@B5000,coverage@B5000,k@B5000,hit_spans@B5000,recall@B10000,coverage@B10000,k@B10000,hit_spans@B10000,recall@B20000,coverage@B20000,k@B20000,hit_spans@B20000,recall@B40000,coverage@B40000,k@B40000,hit_spans@B40000
c005,comparative,medium,2,2,3,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,0.0,0.0,18.0,
c006,comparative,medium,2,2,2,50,True,0.021739130434782608,46.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,10.0,,0.0,0.0,19.0,
c007,comparative,easy,2,2,3,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.3044671974905181,0,1.0,0.5,0.3044671974905181,0,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,0.5,10.0,0,1.0,0.5,20.0,0
c008,comparative,hard,2,2,3,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.15642624200758548,0,1.0,0.5,0.15642624200758548,0,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,0.5,10.0,0,1.0,0.5,19.0,0
c009,comparative,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.6366824387328317,0;1,1.0,1.0,0.6366824387328317,0;1,1.0,1.0,0.7455761998010638,0;1,1.0,1.0,2.0,0;1,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
c010,comparative,medium,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.46927872602275644,1,1.0,1.0,0.6508205185601091,0;1,1.0,1.0,0.7920874914199381,0;1,1.0,1.0,0.7920874914199381,0;1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,1.0,10.0,0;1,1.0,1.0,20.0,0;1
c011,comparative,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.46927872602275644,1,1.0,1.0,0.6713860725233041,0;1,1.0,1.0,0.6713860725233041,0;1,1.0,1.0,0.6713860725233041,0;1,1.0,0.5,2.0,1,1.0,1.0,4.0,0;1,1.0,1.0,10.0,0;1,1.0,1.0,20.0,0;1
c012,comparative,hard,2,2,4,50,True,0.07692307692307693,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.10253313861822189,1,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,1.0,0.5,19.0,1
c013,comparative,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.7039180890341347,1,1.0,0.5,0.5855700749881525,1,1.0,1.0,0.7246262544989281,0;1,1.0,1.0,0.8301218387340384,0;1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,1.0,8.0,0;1,1.0,1.0,17.0,0;1
c014,comparative,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,1.0,0;1,1.0,1.0,0.8318724637288826,0;1,1.0,1.0,0.9550236580992476,0;1,1.0,1.0,0.9550236580992476,0;1,1.0,1.0,2.0,0;1,1.0,1.0,4.0,0;1,1.0,1.0,10.0,0;1,1.0,1.0,19.0,0;1
f001,factual,easy,1,1,1,50,True,0.5,2.0,0.0,0.0,0.0,,1.0,1.0,0.6309297535714575,0,1.0,1.0,0.6309297535714575,0,1.0,1.0,0.6309297535714575,0,1.0,1.0,0.6309297535714575,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,18.0,0
f002,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,9.0,0,1.0,1.0,19.0,0
f003,factual,hard,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,19.0,0
f004,factual,medium,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,19.0,0
f005,factual,easy,1,1,1,50,True,0.07142857142857142,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.2559580248098155,0,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,10.0,,1.0,1.0,20.0,0
f006,factual,easy,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.7631539858737962,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,9.0,0,1.0,1.0,19.0,0
f007,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.8772153153380493,0,1.0,1.0,0.8772153153380493,0,1.0,1.0,0.8772153153380493,0,1.0,1.0,3.0,0,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,20.0,0
f008,factual,medium,1,1,1,50,True,0.2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,1.0,9.0,0,1.0,1.0,20.0,0
f009,factual,easy,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,20.0,0
f010,factual,medium,1,1,2,50,True,0.03225806451612903,31.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,0.0,0.0,19.0,
f011,factual,medium,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,19.0,0
f012,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.6131471927654584,0,1.0,1.0,0.7700871371433883,0,1.0,1.0,2.0,0,1.0,1.0,6.0,0,1.0,1.0,11.0,0,1.0,1.0,21.0,0
f013,factual,medium,1,1,2,50,True,0.034482758620689655,29.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,0.0,0.0,19.0,
f014,factual,medium,1,1,2,50,True,0.5,2.0,0.0,0.0,0.0,,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.5368596003428795,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,18.0,0
f015,factual,hard,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,6.0,0,1.0,1.0,11.0,0,1.0,1.0,22.0,0
f016,factual,medium,1,1,2,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.2640681225725909,0,1.0,1.0,0.2640681225725909,0,1.0,1.0,0.4210080669505208,0,0.0,0.0,2.0,,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,21.0,0
f017,factual,medium,1,1,1,50,True,0.1,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.2890648263178879,0,1.0,1.0,0.2890648263178879,0,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,1.0,1.0,18.0,0
f018,factual,medium,1,1,2,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.2640681225725909,0,1.0,1.0,0.46845052016107697,0,1.0,1.0,0.46845052016107697,0,0.0,0.0,2.0,,1.0,1.0,4.0,0,1.0,1.0,10.0,0,1.0,1.0,19.0,0
f019,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,18.0,0
f020,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,19.0,0
m001,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,0.5,8.0,1,1.0,0.5,17.0,1
m002,multi_hop,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.5205067333228022,0,1.0,1.0,0.6294004943910344,0;1,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,1.0,19.0,0;1
m003,multi_hop,hard,2,2,4,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.19519002499605084,0,1.0,0.5,0.19519002499605084,0,1.0,0.5,0.19519002499605084,0,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,8.0,0,1.0,0.5,17.0,0
m004,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,2.0,0;1,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,19.0,0;1
m005,multi_hop,hard,2,2,3,50,True,0.041666666666666664,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,0.0,0.0,18.0,
m006,multi_hop,hard,2,2,3,50,True,0.058823529411764705,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.22111976189650118,0;1,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,1.0,0.5,18.0,1
m007,multi_hop,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m008,multi_hop,hard,2,2,2,50,True,0.2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.23719771276929622,0,1.0,0.5,0.23719771276929622,0,1.0,0.5,0.23719771276929622,0,0.0,0.0,2.0,,1.0,0.5,5.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m009,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m010,multi_hop,hard,2,2,3,50,True,0.02702702702702703,37.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,0.0,0.0,18.0,
m011,multi_hop,hard,2,2,4,50,True,0.5,2.0,0.0,0.0,0.0,,1.0,0.5,0.2960819109658652,0,1.0,1.0,0.3973220069685352,0;1,1.0,1.0,0.3973220069685352,0;1,1.0,1.0,0.3973220069685352,0;1,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
m012,multi_hop,hard,2,2,4,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.19519002499605084,0,1.0,0.5,0.19519002499605084,0,1.0,0.5,0.19519002499605084,0,0.0,0.0,2.0,,1.0,0.5,5.0,0,1.0,0.5,10.0,0,1.0,0.5,19.0,0
m013,multi_hop,hard,2,2,2,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.2640681225725909,0,1.0,0.5,0.2640681225725909,0,1.0,0.5,0.2640681225725909,0,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,19.0,0
m014,multi_hop,hard,2,2,3,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,17.0,0
m015,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.5865984075284455,0,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m016,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,0.5,0.46927872602275644,1,1.0,0.5,0.6508205185601091,1,1.0,0.5,0.6508205185601091,1,1.0,1.0,0.7594013916611426,0;1,1.0,0.5,2.0,1,1.0,0.5,4.0,1,1.0,0.5,8.0,1,1.0,0.5,17.0,1
m017,multi_hop,hard,2,2,2,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.3065735963827292,1,1.0,0.5,0.3065735963827292,1,1.0,0.5,0.3065735963827292,1,1.0,0.5,0.3065735963827292,1,0.0,0.0,2.0,,1.0,0.5,4.0,1,1.0,0.5,9.0,1,1.0,0.5,19.0,1
m018,multi_hop,hard,2,2,3,50,True,0.2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.18154179253735267,1,1.0,1.0,0.3228087653971817,0;1,1.0,1.0,0.3228087653971817,0;1,0.0,0.0,2.0,,1.0,0.5,5.0,1,1.0,1.0,9.0,0;1,1.0,1.0,19.0,0;1
u001,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u002,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u003,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u004,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u005,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u006,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u007,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u008,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u009,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u010,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u011,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u012,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u013,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u014,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u015,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u016,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
