id,question_type,difficulty,n_evidence,n_papers,n_relevant_chunks,n_retrieved,scorable,mrr,first_hit_rank,recall@1,coverage@1,ndcg@1,hit_spans@1,recall@3,coverage@3,ndcg@3,hit_spans@3,recall@5,coverage@5,ndcg@5,hit_spans@5,recall@10,coverage@10,ndcg@10,hit_spans@10,recall@20,coverage@20,ndcg@20,hit_spans@20,recall@B5000,coverage@B5000,k@B5000,hit_spans@B5000,recall@B10000,coverage@B10000,k@B10000,hit_spans@B10000,recall@B20000,coverage@B20000,k@B20000,hit_spans@B20000,recall@B40000,coverage@B40000,k@B40000,hit_spans@B40000
f008,factual,medium,1,1,1,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,20.0,0
f009,factual,easy,1,1,1,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,1.0,0.5,0,1.0,1.0,0.5,0,1.0,1.0,0.5,0,1.0,1.0,0.5,0,0.0,0.0,2.0,,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,21.0,0
f010,factual,medium,1,1,2,50,True,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,9.0,,0.0,0.0,19.0,
f011,factual,medium,1,1,1,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,1.0,0.5,0,1.0,1.0,0.5,0,1.0,1.0,0.5,0,1.0,1.0,0.5,0,0.0,0.0,2.0,,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,20.0,0
f012,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,3.0,0,1.0,1.0,5.0,0,1.0,1.0,10.0,0,1.0,1.0,21.0,0
f013,factual,medium,1,1,2,50,True,0.024390243902439025,41.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,0.0,0.0,19.0,
f014,factual,medium,1,1,2,50,True,0.25,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.2640681225725909,0,1.0,1.0,0.2640681225725909,0,1.0,1.0,0.2640681225725909,0,0.0,0.0,2.0,,1.0,1.0,4.0,0,1.0,1.0,10.0,0,1.0,1.0,19.0,0
f015,factual,hard,1,1,1,50,True,0.2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,1.0,1.0,0.38685280723454163,0,0.0,0.0,2.0,,1.0,1.0,5.0,0,1.0,1.0,11.0,0,1.0,1.0,23.0,0
f016,factual,medium,1,1,2,50,True,0.1111111111111111,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.18457569677956817,0,1.0,1.0,0.32417107064431866,0,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,1.0,11.0,0,1.0,1.0,21.0,0
f017,factual,medium,1,1,1,50,True,0.027777777777777776,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,5.0,,0.0,0.0,9.0,,0.0,0.0,18.0,
f018,factual,medium,1,1,2,50,True,0.125,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,1.0,0.19342640361727081,0,1.0,1.0,0.3591221693825003,0,0.0,0.0,2.0,,0.0,0.0,5.0,,1.0,1.0,10.0,0,1.0,1.0,21.0,0
f019,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,0.9197207891481876,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,18.0,0
f020,factual,medium,1,1,2,50,True,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,4.0,0,1.0,1.0,9.0,0,1.0,1.0,19.0,0
m001,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.8886164761813452,0;1,1.0,1.0,2.0,0;1,1.0,1.0,4.0,0;1,1.0,1.0,8.0,0;1,1.0,1.0,17.0,0;1
m002,multi_hop,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.49291318861032357,0,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,19.0,0
m003,multi_hop,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.787702056960637,0;1,1.0,1.0,0.787702056960637,0;1,1.0,1.0,0.787702056960637,0;1,1.0,1.0,2.0,0;1,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
m004,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,2.0,0;1,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
m005,multi_hop,hard,2,2,3,50,True,0.125,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.1480409554829326,1,1.0,0.5,0.1480409554829326,1,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,0.5,9.0,1,1.0,0.5,18.0,1
m006,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,0.7039180890341347,0;1,1.0,1.0,0.7039180890341347,0;1,1.0,1.0,0.7039180890341347,0;1,1.0,1.0,0.7039180890341347,0;1,1.0,0.5,2.0,1,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
m007,multi_hop,hard,2,2,4,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,0.3903800499921017,0,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m008,multi_hop,hard,2,2,2,50,True,0.2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.23719771276929622,0,1.0,0.5,0.23719771276929622,0,1.0,0.5,0.23719771276929622,0,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,0.5,9.0,0,1.0,0.5,19.0,0
m009,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,0.7653606369886217,0;1,1.0,1.0,2.0,0;1,1.0,1.0,5.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
m010,multi_hop,hard,2,2,3,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.39106560501896365,0,1.0,0.5,0.39106560501896365,0,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,19.0,0
m011,multi_hop,hard,2,2,4,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.19519002499605084,0,1.0,0.5,0.19519002499605084,0,1.0,0.5,0.19519002499605084,0,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m012,multi_hop,hard,2,2,4,50,True,0.2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.15101961822780524,0,1.0,0.5,0.2741708125981702,0,1.0,1.0,0.37176582509619566,0;1,0.0,0.0,2.0,,1.0,0.5,5.0,0,1.0,0.5,10.0,0,1.0,1.0,19.0,0;1
m013,multi_hop,hard,2,2,2,50,True,0.14285714285714285,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.20438239758848611,0,1.0,0.5,0.20438239758848611,0,0.0,0.0,2.0,,0.0,0.0,4.0,,1.0,0.5,9.0,0,1.0,0.5,19.0,0
m014,multi_hop,hard,2,2,3,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,0.5,18.0,0
m015,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,0.5,0.46927872602275644,0,1.0,1.0,0.6049306994552042,0;1,1.0,1.0,0.7154030944143016,0;1,1.0,0.5,2.0,0,1.0,0.5,4.0,0,1.0,0.5,9.0,0,1.0,1.0,18.0,0;1
m016,multi_hop,hard,2,2,3,50,True,1.0,1.0,1.0,0.5,1.0,0,1.0,0.5,0.46927872602275644,0,1.0,1.0,0.6713860725233041,0;1,1.0,1.0,0.6713860725233041,0;1,1.0,1.0,0.6713860725233041,0;1,1.0,0.5,2.0,0,1.0,1.0,4.0,0;1,1.0,1.0,9.0,0;1,1.0,1.0,18.0,0;1
m017,multi_hop,hard,2,2,2,50,True,0.1,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.17723928678404774,1,1.0,0.5,0.17723928678404774,1,0.0,0.0,2.0,,0.0,0.0,4.0,,0.0,0.0,9.0,,1.0,0.5,18.0,1
m018,multi_hop,hard,2,2,3,50,True,0.3333333333333333,3.0,0.0,0.0,0.0,,1.0,0.5,0.23463936301137822,0,1.0,0.5,0.23463936301137822,0,1.0,1.0,0.37590633587120725,0;1,1.0,1.0,0.37590633587120725,0;1,0.0,0.0,2.0,,1.0,0.5,4.0,0,1.0,1.0,9.0,0;1,1.0,1.0,19.0,0;1
u001,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u002,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u003,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u004,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u005,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u006,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u007,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u008,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u009,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u010,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u011,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u012,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u013,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u014,unanswerable,medium,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u015,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u016,unanswerable,hard,0,0,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
